Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2017-169572,6-9-2017,12-9-2017,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Richmond,Virginia,23223,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",46.62,9,0,21.4452
CA-2019-154935,24-12-2019,29-12-2019,Standard Class,AR-10540,Andy Reiter,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3,0.2,5.5875
CA-2017-123505,22-11-2017,26-11-2017,Standard Class,AR-10540,Andy Reiter,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,14.94,3,0,7.0218
CA-2016-122588,25-11-2016,27-11-2016,Second Class,AR-10540,Andy Reiter,Consumer,United States,Woonsocket,Rhode Island,2895,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,52.96,2,0,20.1248
CA-2018-138037,29-9-2018,3-10-2018,Standard Class,AR-10540,Andy Reiter,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,0.2,9.534
CA-2019-138289,16-1-2019,18-1-2019,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5443.96,4,0,2504.2216
CA-2019-138289,16-1-2019,18-1-2019,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201,Central,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3,0,72.6408
CA-2019-138289,16-1-2019,18-1-2019,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7,0,25.2315
US-2017-136987,11-4-2017,14-4-2017,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,West,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,639.968,4,0.2,215.9892
US-2017-136987,11-4-2017,14-4-2017,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,52.76,2,0,24.2696
CA-2019-137428,16-12-2019,21-12-2019,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",81.568,2,0.2,9.1764
CA-2019-137428,16-12-2019,21-12-2019,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2,0.2,6.074
CA-2019-137428,16-12-2019,21-12-2019,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,24.32,5,0.2,8.208
CA-2019-137428,16-12-2019,21-12-2019,Second Class,AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",18.96,2,0,7.584
CA-2016-102652,6-4-2016,12-4-2016,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0,15.6332
CA-2016-102652,6-4-2016,12-4-2016,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0,12.9129
CA-2016-102652,6-4-2016,12-4-2016,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44,3,0,9.3312
CA-2016-102652,6-4-2016,12-4-2016,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0,26.6304
CA-2016-101427,26-12-2016,30-12-2016,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.016,3,0.2,1.1022
CA-2018-139934,18-12-2018,20-12-2018,First Class,AY-10555,Andy Yotov,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,66.976,7,0.2,6.6976
CA-2018-157588,14-7-2018,19-7-2018,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4,5,0,17.108
CA-2018-157588,14-7-2018,19-7-2018,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,0,15.525
CA-2019-109715,9-12-2019,14-12-2019,Standard Class,AH-10585,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,15.984,2,0.2,4.995
CA-2016-162278,26-10-2016,30-10-2016,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92,4,0,3.196
CA-2016-162278,26-10-2016,30-10-2016,Second Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000526,Technology,Phones,Vtech CS6719,383.96,5,0.2,38.396
US-2019-152492,6-7-2019,6-7-2019,Same Day,AH-10585,Angele Hood,Consumer,United States,Miami,Florida,33142,South,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,239.24,1,0.2,23.924
CA-2018-160479,15-9-2018,20-9-2018,Standard Class,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,5,0,13.452
US-2019-155425,10-11-2019,11-11-2019,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.388,14,0.7,-25.592
US-2019-155425,10-11-2019,11-11-2019,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994,2,0.7,-63.996
US-2019-155425,10-11-2019,11-11-2019,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.952,6,0.2,-35.9928
US-2019-155425,10-11-2019,11-11-2019,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,201.584,2,0.2,15.1188
US-2019-155425,10-11-2019,11-11-2019,First Class,AB-10600,Ann Blume,Corporate,United States,Tucson,Arizona,85705,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136,4,0.2,-146.1096
CA-2016-115336,18-11-2016,25-11-2016,Standard Class,AB-10600,Ann Blume,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",14.48,5,0.8,-23.892
CA-2017-111234,18-2-2017,22-2-2017,Standard Class,AB-10600,Ann Blume,Corporate,United States,Los Angeles,California,90004,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24,3,0,4.4352
CA-2017-158323,30-11-2017,3-12-2017,First Class,AB-10600,Ann Blume,Corporate,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2,1.068
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,0,6.468
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,0,3.462
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,0.4,-93.3262
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,0,3.7642
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8,0.2,8.9208
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0,57.4113
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0,9.072
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,0.1,213.735
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0,2.214
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238,2,0,38.08
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,0,40.3128
CA-2019-157987,2-9-2019,6-9-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4,0,7.704
CA-2019-169411,24-12-2019,29-12-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,1,0,6.8274
CA-2019-136007,23-2-2019,2-3-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,Seattle,Washington,98115,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,8.4,5,0,0.336
CA-2019-136007,23-2-2019,2-3-2019,Standard Class,AC-10615,Ann Chong,Corporate,United States,Seattle,Washington,98115,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186
CA-2017-100734,15-9-2017,20-9-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,3.576,4,0.7,-2.8608
CA-2017-100734,15-9-2017,20-9-2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,0.2,-29.4368
CA-2019-101637,24-3-2019,25-3-2019,Same Day,AC-10615,Ann Chong,Corporate,United States,Beaumont,Texas,77705,Central,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,12.768,2,0.2,0.9576
CA-2019-100314,29-9-2019,5-10-2019,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,7.968,2,0.2,2.5896
CA-2019-100314,29-9-2019,5-10-2019,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968,4,0.2,9.4392
CA-2019-100314,29-9-2019,5-10-2019,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,3,0.4,44.868
CA-2019-124597,30-4-2019,5-5-2019,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704
CA-2019-124597,30-4-2019,5-5-2019,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528,3,0.2,4.8525
CA-2019-124597,30-4-2019,5-5-2019,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.952,3,0.2,3.8844
CA-2016-162684,1-8-2016,6-8-2016,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2,0.2,1.917
US-2017-146745,3-9-2017,8-9-2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2,0.2,-12.9568
US-2017-146745,3-9-2017,8-9-2017,Standard Class,AS-10630,Ann Steele,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2,0.2,2.1492
US-2018-155404,22-9-2018,28-9-2018,Standard Class,AS-10630,Ann Steele,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0,6.3744
CA-2016-101392,7-12-2016,13-12-2016,Standard Class,AS-10630,Ann Steele,Home Office,United States,Seattle,Washington,98103,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,269.36,7,0,70.0336
US-2019-129224,17-3-2019,23-3-2019,Standard Class,AS-10630,Ann Steele,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704
CA-2016-154963,22-6-2016,27-6-2016,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,3,0.3,-4.8588
CA-2016-154963,22-6-2016,27-6-2016,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,82.782,3,0.4,-15.1767
CA-2016-154963,22-6-2016,27-6-2016,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,5,0.3,0
CA-2018-147137,4-7-2018,6-7-2018,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0,8.636
CA-2018-147137,4-7-2018,6-7-2018,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2,0,20.6612
CA-2018-147137,4-7-2018,6-7-2018,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5,0.15,225.735
CA-2018-147137,4-7-2018,6-7-2018,First Class,AA-10645,Anna Andreadi,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0,0.5584
CA-2018-131205,4-9-2018,8-9-2018,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.614
CA-2018-131205,4-9-2018,8-9-2018,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0,54.6912
CA-2018-131205,4-9-2018,8-9-2018,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,0,5.1968
CA-2018-131205,4-9-2018,8-9-2018,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Georgetown,Kentucky,40324,South,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,5.28,3,0,2.5344
CA-2019-157196,5-11-2019,9-11-2019,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,San Diego,California,92105,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0,6.2208
CA-2016-143210,1-12-2016,3-12-2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,271.9,2,0,78.851
CA-2016-143210,1-12-2016,3-12-2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",45.84,3,0,15.5856
CA-2016-143210,1-12-2016,3-12-2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,9.82,2,0,3.2406
CA-2017-110863,17-11-2017,24-11-2017,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4,0,5.4124
CA-2017-110863,17-11-2017,24-11-2017,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0,49.9704
CA-2017-110863,17-11-2017,24-11-2017,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1323.9,5,0,383.931
CA-2019-135650,23-3-2019,27-3-2019,Standard Class,AC-10660,Anna Chung,Consumer,United States,Huntsville,Texas,77340,Central,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728,2,0.2,-32.3388
US-2016-122021,15-10-2016,17-10-2016,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,183.372,2,0.3,-7.8588
US-2016-122021,15-10-2016,17-10-2016,First Class,AC-10660,Anna Chung,Consumer,United States,Parma,Ohio,44134,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.968,2,0.2,2.8884
CA-2018-161928,27-6-2018,29-6-2018,Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2,0.2,12.599
CA-2018-134544,17-3-2018,19-3-2018,Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.1362
CA-2018-158617,22-9-2018,28-9-2018,Standard Class,AC-10660,Anna Chung,Consumer,United States,Lawrence,Indiana,46226,Central,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,35.88,6,0,16.146
CA-2018-108987,8-9-2018,10-9-2018,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,0.2,3.5952
CA-2018-108987,8-9-2018,10-9-2018,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528
CA-2018-108987,8-9-2018,10-9-2018,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136,4,0.2,-32.784
CA-2018-108987,8-9-2018,10-9-2018,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,2,0.2,0.7198
CA-2019-101483,29-7-2019,1-8-2019,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,0.2,6.534
CA-2019-101483,29-7-2019,1-8-2019,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,0.2,1.375
CA-2019-101483,29-7-2019,1-8-2019,Second Class,AG-10675,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,3,0.2,0.3822
CA-2017-137512,7-5-2017,12-5-2017,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722
CA-2017-137512,7-5-2017,12-5-2017,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,75002,Central,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,15.936,4,0.2,5.3784
CA-2019-163335,24-9-2019,27-9-2019,First Class,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,31907,South,OFF-ST-10000885,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.29,3,0,10.0725
CA-2019-163335,24-9-2019,27-9-2019,First Class,AG-10675,Anna Gayman,Consumer,United States,Columbus,Georgia,31907,South,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,38.71,7,0,17.8066
US-2019-104094,7-9-2019,11-9-2019,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48,1,0,1.8872
CA-2018-133368,14-1-2018,20-1-2018,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,28027,South,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,89.568,2,0.2,32.4684
CA-2018-133368,14-1-2018,20-1-2018,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Concord,North Carolina,28027,South,FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,315.776,8,0.2,31.5776
US-2019-146822,9-6-2019,14-6-2019,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Salem,Virginia,24153,South,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,49.12,4,0,23.0864
CA-2018-158869,6-8-2018,7-8-2018,First Class,AH-10690,Anna Häberlin,Corporate,United States,New York City,New York,10024,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,70.88,2,0,33.3136
CA-2017-113628,12-11-2017,19-11-2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,OFF-AR-10001246,Office Supplies,Art,Newell 317,11.76,5,0.2,1.323
CA-2017-113628,12-11-2017,19-11-2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,5.238,2,0.7,-4.0158
CA-2017-113628,12-11-2017,19-11-2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",4.662,3,0.7,-3.7296
CA-2017-113628,12-11-2017,19-11-2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",523.92,5,0.2,-72.039
CA-2017-113628,12-11-2017,19-11-2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,100.792,1,0.2,10.0792
CA-2017-113628,12-11-2017,19-11-2017,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.136,3,0.2,16.4403
CA-2018-148740,15-11-2018,19-11-2018,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,San Diego,California,92024,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032
CA-2018-113831,30-5-2018,3-6-2018,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153,South,FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,10,0,386.835
CA-2018-113831,30-5-2018,3-6-2018,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7,6,0,653.301
CA-2018-113831,30-5-2018,3-6-2018,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153,South,OFF-LA-10001297,Office Supplies,Labels,Avery 473,62.1,6,0,29.808
